card_name	set_name	printing
Black Cat	Magic 2015 (M15)	
Necromancer's Assistant	Magic 2015 (M15)	
Necromancer's Assistant	Magic 2015 (M15)	
Rakshasa's Secret	Khans of Tarkir	
Research Assistant	Magic 2015 (M15)	
Rotfeaster Maggot	Magic 2015 (M15)	
Satyr Wayfinder	Magic 2015 (M15)	
Satyr Wayfinder	Magic 2015 (M15)	
Sultai Banner	Khans of Tarkir	
Sultai Scavenger	Khans of Tarkir	
Sultai Scavenger	Khans of Tarkir	
Sultai Scavenger	Khans of Tarkir	
Taigam's Scheming	Khans of Tarkir	
Taigam's Scheming	Khans of Tarkir	
Typhoid Rats	Magic 2015 (M15)	
Grizzly Bears	Fifth Edition	
Durkwood Boars	Fourth Edition	
Bayou Dragonfly	Tempest	
Bayou Dragonfly	Tempest	
Bayou Dragonfly	Tempest	
Bayou Dragonfly	Tempest	
Durkwood Boars	Fourth Edition	
Grizzly Bears	Fifth Edition	
Land Leeches	Fourth Edition	
Land Leeches	Fourth Edition	
Land Leeches	Fourth Edition	
Scryb Sprites	Fourth Edition	
Scryb Sprites	Fourth Edition	
Scryb Sprites	Fourth Edition	
Scryb Sprites	Fourth Edition	
Wall of Wood	Fourth Edition	
Wall of Wood	Fourth Edition	
War Mammoth	Fourth Edition	
War Mammoth	Fourth Edition	
War Mammoth	Fourth Edition	
Battering Ram	Fourth Edition	
Battering Ram	Fourth Edition	
Battering Ram	Fourth Edition	
Battering Ram	Fourth Edition	
Grapeshot Catapult	Fourth Edition	
Grapeshot Catapult	Fourth Edition	
Grapeshot Catapult	Fourth Edition	
Grapeshot Catapult	Fourth Edition	
Living Armor	Chronicles	
Living Armor	Chronicles	
Living Armor	Chronicles	
Wall of Spears	Fourth Edition	
Wall of Spears	Fourth Edition	
Wall of Spears	Fourth Edition	
Deadbridge Shaman	Magic Origins	
Evolving Wilds	Magic Origins	
Stalwart Aven	Magic Origins	
Leaf Gilder	Magic Origins	
Mage-Ring Bully	Magic Origins	
Touch of Moonglove	Magic Origins	
Timberpack Wolf	Magic Origins	
Leaf Gilder	Magic Origins	
Mighty Leap	Magic Origins	
Mage-Ring Bully	Magic Origins	
Evolving Wilds	Magic Origins	
Lash of the Whip	Theros	
Returned Centaur	Theros	
Kindle	Tempest	
Kindle	Tempest	
Kindle	Tempest	
Mardu Hateblade	Khans of Tarkir	
Monastery Flock	Khans of Tarkir	
Disowned Ancestor	Khans of Tarkir	
Archers' Parapet	Khans of Tarkir	
Taigam's Scheming	Khans of Tarkir	
Taigam's Scheming	Khans of Tarkir	
Taigam's Scheming	Khans of Tarkir	
Bitter Revelation	Khans of Tarkir	
Bitter Revelation	Khans of Tarkir	
Bitter Revelation	Khans of Tarkir	
Rakshasa's Secret	Khans of Tarkir	
Unruly Mob	Innistrad	
Unruly Mob	Innistrad	
Unruly Mob	Innistrad	
Unruly Mob	Innistrad	
Fetid Imp	Magic Origins	
Akroan Sergeant	Magic Origins	
Leaf Gilder	Magic Origins	
Macabre Waltz	Magic Origins	
Act of Treason	Magic Origins	
Taigam's Scheming	Khans of Tarkir	
Taigam's Scheming	Khans of Tarkir	
Taigam's Scheming	Khans of Tarkir	
Taigam's Scheming	Khans of Tarkir	
Taigam's Scheming	Khans of Tarkir	
Gideon's Reproach	Battle for Zendikar	
Reclaiming Vines	Battle for Zendikar	
Salvage Drone	Battle for Zendikar	
Clutch of Currents	Battle for Zendikar	
Nettle Drone	Battle for Zendikar	
Cloud Manta	Battle for Zendikar	
Sandstone Bridge	Battle for Zendikar	
Cloak of Invisibility	Mirage	
Abzan Banner	Khans of Tarkir	
Abzan Banner	Khans of Tarkir	
Abzan Banner	Khans of Tarkir	
Jeskai Banner	Khans of Tarkir	
Jeskai Banner	Khans of Tarkir	
Jeskai Banner	Khans of Tarkir	
Jeskai Banner	Khans of Tarkir	
Sultai Banner	Khans of Tarkir	
Sultai Banner	Khans of Tarkir	
Sultai Banner	Khans of Tarkir	
Sultai Banner	Khans of Tarkir	
Eyeblight Assassin	Magic Origins	
Mage-Ring Bully	Magic Origins	
Claustrophobia	Magic Origins	
Blisterpod	Battle for Zendikar	
Silent Skimmer	Battle for Zendikar	
Voyaging Satyr	Theros	
Scion Summoner	Oath of the Gatewatch	
Rancid Rats	Shadows Over Innistrad	
Paralyzing Grasp	Return to Ravnica	
Axebane Stag	Return to Ravnica	
Launch Party	Return to Ravnica	
Catacomb Slug	Return to Ravnica	
Cobblebrute	Return to Ravnica	
Hussar Patrol	Return to Ravnica	
Spawn of Rix Maadi	Return to Ravnica	
Tenement Crasher	Return to Ravnica	
Runewing	Return to Ravnica	
Lightwalker	Dragons of Tarkir	
Gurmag Drowner	Dragons of Tarkir	
Tread Upon	Dragons of Tarkir	
Sprinting Warbrute	Dragons of Tarkir	
Stampeding Elk Herd	Dragons of Tarkir	
Ancestral Statue	Dragons of Tarkir	
Morph Token	Dragons of Tarkir	
Runner's Bane	Dragon's Maze	
Mindstatic	Dragon's Maze	
Mutant's Prey	Dragon's Maze	
Golgari Cluestone	Dragon's Maze	
Battering Krasis	Dragon's Maze	
Maze Sentinel	Dragon's Maze	
Soldier Token (Red/White)	Gatecrash	
Ponyback Brigade	Khans of Tarkir	
Ponyback Brigade	Khans of Tarkir	
Ponyback Brigade	Khans of Tarkir	
Observant Alseid	Theros	
Act of Treason	Khans of Tarkir	
Act of Treason	Khans of Tarkir	
Act of Treason	Khans of Tarkir	
Naturalize	Khans of Tarkir	
Emerald Dragonfly	Chronicles	
Emerald Dragonfly	Chronicles	
Metamorphosis	Chronicles	
Raise Dead	Fourth Edition	
Raise Dead	Fourth Edition	
Raise Dead	Fourth Edition	
Raise Dead	Fourth Edition	
Raise Dead	Fourth Edition	
Raise Dead	Fourth Edition	
Lightning Reflexes	Mirage	
Lightning Reflexes	Mirage	
Lightning Reflexes	Mirage	
Circle of Protection: Black	Fourth Edition	
Circle of Protection: Black	Fourth Edition	
Holy Armor	Fourth Edition	
Holy Armor	Fourth Edition	
Holy Armor	Fourth Edition	
Holy Armor	Fourth Edition	
Holy Armor	Fourth Edition	
Erosion	Fourth Edition	
Erosion	Fourth Edition	
Erosion	Fourth Edition	
Erosion	Fourth Edition	
Erosion	Fourth Edition	
Erosion	Fourth Edition	
Naturalize	Khans of Tarkir	
Titanic Growth	Magic Origins	
Act of Treason	Khans of Tarkir	
Act of Treason	Khans of Tarkir	
Act of Treason	Khans of Tarkir	
Act of Treason	Khans of Tarkir	
Circle of Protection: Black	Tempest	
Circle of Protection: Black	Tempest	
Circle of Protection: Black	Tempest	
Zombie Token	Oath of the Gatewatch	
Zombie Token	Oath of the Gatewatch	
Devil Token	Shadows Over Innistrad	
Day of Judgment	Magic Player Rewards	Foil
Apprentice Necromancer	Commander 2017	
Arcanis the Omnipotent	Commander 2017	
Archaeomancer	Commander 2017	
Azami, Lady of Scrolls	Commander 2017	
Bloodline Necromancer	Commander 2017	
Body Double	Commander 2017	
Cauldron Dance	Commander 2017	
Chaos Warp	Commander 2017	
Clone Legion	Commander 2017	
Comet Storm	Commander 2017	
Command Tower	Commander 2017	
Commander's Sphere	Commander 2017	
Corpse Augur	Commander 2017	
Crosis's Charm	Commander 2017	
Crumbling Necropolis	Commander 2017	
Curse of Disturbance	Commander 2017	
Curse of Opulence	Commander 2017	
Curse of Verbosity	Commander 2017	
Darksteel Ingot	Commander 2017	
Decree of Pain	Commander 2017	
Dimir Aqueduct	Commander 2017	
Dismal Backwater	Commander 2017	
Etherium-Horn Sorcerer	Commander 2017	
Evolving Wilds	Commander 2017	
Exotic Orchard	Commander 2017	
Fellwar Stone	Commander 2017	
Galecaster Colossus	Commander 2017	
Go for the Throat	Commander 2017	
Grixis Panorama	Commander 2017	
Harbinger of the Tides	Commander 2017	
Havengul Lich	Commander 2017	
Into the Roil	Commander 2017	
Izzet Boilerworks	Commander 2017	
Izzet Chemister	Commander 2017	
Izzet Chronarch	Commander 2017	
Jwar Isle Refuge	Commander 2017	
Kess, Dissident Mage	Commander 2017	Foil
Kindred Dominance	Commander 2017	
Magus of the Abyss	Commander 2017	
Magus of the Mind	Commander 2017	
Mairsil, the Pretender	Commander 2017	Foil
Marchesa, the Black Rose	Commander 2017	
Memory Plunder	Commander 2017	
Merchant of Secrets	Commander 2017	
Mercurial Chemister	Commander 2017	
Mirror of the Forebears	Commander 2017	
Mystifying Maze	Commander 2017	
Necromantic Selection	Commander 2017	
Nevinyrral's Disk	Commander 2017	
Nin, the Pain Artist	Commander 2017	
Niv-Mizzet, the Firemind	Commander 2017	
Nivix Guildmage	Commander 2017	
Opportunity	Commander 2017	
Path of Ancestry	Commander 2017	
Polymorphist's Jest	Commander 2017	
Portal Mage	Commander 2017	
Puppeteer Clique	Commander 2017	
Rakdos Carnarium	Commander 2017	
Rakdos Charm	Commander 2017	
Reality Shift	Commander 2017	
Sea Gate Oracle	Commander 2017	
Serendib Sorcerer	Commander 2017	
Shadowmage Infiltrator	Commander 2017	
Shifting Shadow	Commander 2017	
Silumgar's Command	Commander 2017	
Sol Ring	Commander 2017	
Spelltwine	Commander 2017	
Swiftwater Cliffs	Commander 2017	
Taigam, Sidisi's Hand	Commander 2017	
Temple of the False God	Commander 2017	
Terminate	Commander 2017	
Terramorphic Expanse	Commander 2017	
Unstable Obelisk	Commander 2017	
Vela the Night-Clad	Commander 2017	
Vindictive Lich	Commander 2017	
Vivid Crag	Commander 2017	
Vivid Creek	Commander 2017	
Vivid Marsh	Commander 2017	
Worn Powerstone	Commander 2017	
Inalla, Archmage Ritualist	Commander 2017	Foil
Turnabout	Urza's Saga	
Last Word	Darksteel	
Eater of the Dead	The Dark	
Walking Ballista	Aether Revolt	Foil
Greenwheel Liberator	Aether Revolt	
Dovin Baan	Kaladesh	
Electrostatic Pummeler	Kaladesh	
Bristling Hydra	Kaladesh	
Fumigate	Kaladesh	
Captured by the Consulate	Kaladesh	
Inquisition of Kozilek	Conspiracy: Take the Crown	
Dragonlair Spider	Conspiracy: Take the Crown	
Pariah	Conspiracy: Take the Crown	
Felidar Sovereign	Unique and Miscellaneous Promos	Foil
Cursed Scroll	Tempest	
Cursed Scroll	Tempest	
Disallow	Aether Revolt	
Spell Queller	Eldritch Moon	
Phyrexian Revoker	Mirrodin Besieged 	
Smuggler's Copter	Kaladesh	
Aether Hub	Kaladesh	
Aether Hub	Kaladesh	
Inventors' Fair	Kaladesh	
Ceremonious Rejection	Kaladesh	
Ceremonious Rejection	Kaladesh	
Null Rod	Weatherlight	
Panharmonicon	Kaladesh	
Cryptic Command	Modern Masters 2015	
Spire of Industry	Aether Revolt	
Aether Hub	Kaladesh	
Servo Token (005)	Kaladesh	
Servo Token (006)	Kaladesh	
Shipwreck Moray	Aether Revolt	Foil
Augmenting Automaton	Aether Revolt	
Consulate Dreadnought	Aether Revolt	
Consulate Turret	Aether Revolt	
Daredevil Dragster	Aether Revolt	
Implement of Improvement	Aether Revolt	
Irontread Crusher	Aether Revolt	
Night Market Guard	Aether Revolt	
Watchful Automaton	Aether Revolt	
Watchful Automaton	Aether Revolt	
Welder Automaton	Aether Revolt	
Aerial Modification	Aether Revolt	
Audacious Infiltrator	Aether Revolt	
Countless Gears Renegade	Aether Revolt	
Dawnfeather Eagle	Aether Revolt	
Deadeye Harpooner	Aether Revolt	
Decommission	Aether Revolt	
Aether Swooper	Aether Revolt	
Leave in the Dust	Aether Revolt	
Metallic Rebuke	Aether Revolt	
Negate	Aether Revolt	
Daring Demolition	Aether Revolt	
Gifted Aetherborn	Aether Revolt	
Ironclad Revolutionary	Aether Revolt	
Renegade's Getaway	Aether Revolt	
Resourceful Return	Aether Revolt	
Renegade's Getaway	Aether Revolt	
Aether Chaser	Aether Revolt	
Embraal Gear-Smasher	Aether Revolt	
Enraged Giant	Aether Revolt	
Frontline Rebel	Aether Revolt	
Lathnu Sailback	Aether Revolt	
Reckless Racer	Aether Revolt	
Aetherstream Leopard	Aether Revolt	
Highspire Infusion	Aether Revolt	
Lifecraft Cavalry	Aether Revolt	
Prey Upon	Aether Revolt	
Scrounging Bandar	Aether Revolt	
Maverick Thopterist	Aether Revolt	
Eager Construct	Kaladesh	Foil
Thopter Token (007)	Kaladesh	
Thopter Token (009)	Kaladesh	
Ballista Charger	Kaladesh	
Consulate Skygate	Kaladesh	
Dukhara Peafowl	Kaladesh	
Filigree Familiar	Kaladesh	
Metalspinner's Puzzleknot	Kaladesh	
Metalspinner's Puzzleknot	Kaladesh	
Prophetic Prism	Kaladesh	
Narnam Cobra	Kaladesh	
Narnam Cobra	Kaladesh	
Renegade Freighter	Kaladesh	
Sky Skiff	Kaladesh	
Weldfast Monitor	Kaladesh	
Woodweaver's Puzzleknot	Kaladesh	
Workshop Assistant	Kaladesh	
Acrobatic Maneuver	Kaladesh	
Built to Last	Kaladesh	
Built to Last	Kaladesh	
Eddytrail Hawk	Kaladesh	
Gearshift Ace	Kaladesh	
Ninth Bridge Patrol	Kaladesh	
Ninth Bridge Patrol	Kaladesh	
Ninth Bridge Patrol	Kaladesh	
Pressure Point	Kaladesh	
Tasseled Dromedary	Kaladesh	
Aether Meltdown	Kaladesh	
Era of Innovation	Kaladesh	
Gearseeker Serpent	Kaladesh	
Glint-Nest Crane	Kaladesh	
Hightide Hermit	Kaladesh	
Hightide Hermit	Kaladesh	
Janjeet Sentry	Kaladesh	
Long-Finned Skywhale	Kaladesh	
Minister of Inquiries	Kaladesh	
Revolutionary Rebuff	Kaladesh	
Revolutionary Rebuff	Kaladesh	
Select for Inspection	Kaladesh	
Tezzeret's Ambition	Kaladesh	
Tezzeret's Ambition	Kaladesh	
Tezzeret's Ambition	Kaladesh	
Ambitious Aetherborn	Kaladesh	
Embraal Bruiser	Kaladesh	
Dukhara Scavenger	Kaladesh	
Foundry Screecher	Kaladesh	
Lawless Broker	Kaladesh	
Maulfist Squad	Kaladesh	
Mind Rot	Kaladesh	
Prakhata Club Security	Kaladesh	
Rush of Vitality	Kaladesh	
Underhanded Designs	Kaladesh	
Underhanded Designs	Kaladesh	
Built to Smash	Kaladesh	
Built to Smash	Kaladesh	
Demolish	Kaladesh	
Harnessed Lightning	Kaladesh	
Hijack	Kaladesh	
Incendiary Sabotage	Kaladesh	
Ruinous Gremlin	Kaladesh	
Salivating Gremlins	Kaladesh	
Salivating Gremlins	Kaladesh	
Spireside Infiltrator	Kaladesh	
Thriving Grubs	Kaladesh	
Wayward Giant	Kaladesh	
Welding Sparks	Kaladesh	
Arborback Stomper	Kaladesh	
Cowl Prowler	Kaladesh	
Hunt the Weak	Kaladesh	
Larger Than Life	Kaladesh	
Peema Outrider	Kaladesh	
Riparian Tiger	Kaladesh	
Sage of Shaila's Claim	Kaladesh	
Take Down	Kaladesh	
Thriving Rhino	Kaladesh	
Thriving Rhino	Kaladesh	
Highspire Artisan	Kaladesh	
Restoration Gearsmith	Kaladesh	
Whirler Virtuoso	Kaladesh	
Hold the Perimeter	Conspiracy: Take the Crown	
Hired Heist	Conspiracy: Take the Crown	
Incendiary Dissent	Conspiracy: Take the Crown	
Construct Token	Conspiracy: Take the Crown	
Goblin Token	Conspiracy: Take the Crown	
The Monarch Token	Conspiracy: Take the Crown	
Kitesail	Conspiracy: Take the Crown	
Spy Kit	Conspiracy: Take the Crown	
Ballot Broker	Conspiracy: Take the Crown	
Disenchant	Conspiracy: Take the Crown	
Palace Sentinels	Conspiracy: Take the Crown	
Palace Sentinels	Conspiracy: Take the Crown	
Raise the Alarm	Conspiracy: Take the Crown	
Reviving Dose	Conspiracy: Take the Crown	
Throne Warden	Conspiracy: Take the Crown	
Windborne Charge	Conspiracy: Take the Crown	
Windborne Charge	Conspiracy: Take the Crown	
Caller of Gales	Conspiracy: Take the Crown	
Canal Courier	Conspiracy: Take the Crown	
Coveted Peacock	Conspiracy: Take the Crown	
Repulse	Conspiracy: Take the Crown	
Omenspeaker	Conspiracy: Take the Crown	
Repulse	Conspiracy: Take the Crown	
Skittering Crustacean	Conspiracy: Take the Crown	
Traumatic Visions	Conspiracy: Take the Crown	
Blood-Toll Harpy	Conspiracy: Take the Crown	
Festergloom	Conspiracy: Take the Crown	
Garrulous Sycophant	Conspiracy: Take the Crown	
Marchesa's Decree	Conspiracy: Take the Crown	
Shambling Goblin	Conspiracy: Take the Crown	
Goblin Racketeer	Conspiracy: Take the Crown	
Hurly-Burly	Conspiracy: Take the Crown	
Ill-Tempered Cyclops	Conspiracy: Take the Crown	
Ogre Sentry	Conspiracy: Take the Crown	
Ogre Sentry	Conspiracy: Take the Crown	
Sulfurous Blast	Conspiracy: Take the Crown	
Tormenting Voice	Conspiracy: Take the Crown	
Copperhorn Scout	Conspiracy: Take the Crown	
Lace with Moonglove	Conspiracy: Take the Crown	
Leovold's Operative	Conspiracy: Take the Crown	
Orchard Elemental	Conspiracy: Take the Crown	
Voyaging Satyr	Conspiracy: Take the Crown	
Carnage Gladiator	Conspiracy: Take the Crown	
Coiling Oracle	Conspiracy: Take the Crown	
Shipwreck Singer	Conspiracy: Take the Crown	
Seismic Rupture	Dragons of Tarkir	Foil
